episode_id,round,investment,repay_prop,reward
1595933619_29,4,20.0,1.0,60.0
1595933619_29,5,20.0,0.25,15.0
1595933619_29,6,20.0,0.0,0.0
1595933619_29,7,20.0,1.0,60.0
1595933619_29,8,20.0,0.0,0.0
1595933619_29,9,20.0,1.0,60.0
1595933633_69,0,20.0,0.0,0.0
1595933633_69,1,9.0,0.75,31.25
1595933633_69,2,5.0,0.75,26.25
1595933633_69,3,5.0,0.25,18.75
1595933633_69,4,7.0,0.5,23.5
1595933633_69,5,7.0,0.5,23.5
1595933633_69,6,13.0,0.0,7.0
1595933633_69,7,7.0,0.0,13.0
1595933633_69,8,11.0,0.5,25.5
1595933633_69,9,8.0,0.5,24.0
1595933645_78,0,15.0,1.0,50.0
1595933645_78,1,20.0,0.0,0.0
1595933645_78,2,15.0,0.5,27.5
1595933645_78,3,15.0,0.75,38.75
1595933645_78,4,10.0,0.0,10.0
1595933645_78,5,15.0,1.0,50.0
1595933645_78,6,15.0,0.0,5.0
1595933645_78,7,15.0,0.25,16.25
1595933645_78,8,16.0,0.0,4.0
1595933645_78,9,15.0,0.25,16.25
1595933657_56,0,20.0,0.75,45.0
1595933657_56,1,20.0,0.25,15.0
1595933657_56,2,20.0,0.75,45.0
1595933657_56,3,20.0,0.5,30.0
1595933657_56,4,20.0,1.0,60.0
1595933657_56,5,20.0,0.0,0.0
1595933657_56,6,20.0,0.25,15.0
1595933657_56,7,20.0,0.0,0.0
1595933657_56,8,20.0,0.25,15.0
1595933657_56,9,20.0,0.5,30.0
1595933663_80,0,15.0,0.0,5.0
1595933663_80,1,15.0,0.0,5.0
1595933663_80,2,20.0,0.75,45.0
1595933663_80,3,20.0,0.25,15.0
1595933663_80,4,20.0,0.5,30.0
1595933663_80,5,19.0,0.0,1.0
1595933663_80,6,14.0,0.0,6.0
1595933663_80,7,15.0,0.25,16.25
1595933663_80,8,15.0,0.5,27.5
1595933663_80,9,19.0,1.0,58.0
1595933665_63,0,14.0,0.5,27.0
1595933665_63,1,18.0,1.0,56.0
1595933665_63,2,17.0,0.0,3.0
1595933665_63,3,15.0,0.5,27.5
1595933665_63,4,16.0,0.0,4.0
1595933665_63,5,14.0,0.25,16.5
1595933665_63,6,17.0,0.0,3.0
1595933665_63,7,16.0,0.75,40.0
1595933665_63,8,17.0,0.25,15.75
1595933665_63,9,17.0,0.75,41.25
1595933679_95,0,17.0,0.75,41.25
1595933679_95,1,17.0,0.5,28.5
1595933679_95,2,20.0,0.25,15.0
1595933679_95,3,9.0,0.0,11.0
1595933679_95,4,18.0,0.25,15.5
1595933679_95,5,19.0,0.0,1.0
1595933679_95,6,16.0,0.75,40.0
1595933679_95,7,18.0,1.0,56.0
1595933679_95,8,18.0,0.25,15.5
1595933679_95,9,19.0,0.75,43.75
1595933805_79,0,16.0,0.75,40.0
1595933805_79,1,18.0,0.25,15.5
1595933805_79,2,17.0,0.25,15.75
1595933805_79,3,19.0,0.25,15.25
1595933805_79,4,17.0,0.0,3.0
1595933805_79,5,18.0,0.0,2.0
1595933805_79,6,18.0,0.75,42.5
1595933805_79,7,18.0,1.0,56.0
1595933805_79,8,19.0,0.5,29.5
1595933805_79,9,18.0,0.25,15.5
1595933806_14,0,16.0,0.75,40.0
1595933806_14,1,16.0,1.0,52.0
1595933806_14,2,19.0,1.0,58.0
1595933806_14,3,20.0,1.0,60.0
1595933806_14,4,15.0,1.0,50.0
1595933806_14,5,17.0,1.0,54.0
1595933806_14,6,18.0,0.25,15.5
1595933806_14,7,18.0,0.25,15.5
1595933806_14,8,12.0,0.25,17.0
1595933806_14,9,14.0,0.5,27.0
1595933821_88,0,15.0,0.0,5.0
1595933821_88,1,12.0,0.5,26.0
1595933821_88,2,17.0,0.25,15.75
1595933821_88,3,7.0,0.75,28.75
1595933821_88,4,7.0,0.0,13.0
1595933821_88,5,12.0,0.5,26.0
1595933821_88,6,14.0,0.25,16.5
1595933821_88,7,3.0,0.25,19.25
1595933821_88,8,17.0,1.0,54.0
1595933821_88,9,20.0,0.25,15.0
1595933862_7,0,15.0,1.0,50.0
1595933862_7,1,20.0,0.25,15.0
1595933862_7,2,20.0,0.25,15.0
1595933862_7,3,20.0,0.5,30.0
1595933862_7,4,19.0,0.75,43.75
1595933862_7,5,17.0,0.5,28.5
1595933862_7,6,16.0,0.25,16.0
1595933862_7,7,17.0,0.5,28.5
1595933862_7,8,20.0,1.0,60.0
1595933862_7,9,19.0,0.75,43.75
1595933973_51,0,15.0,0.25,16.25
1595933973_51,1,7.0,0.75,28.75
1595933973_51,2,14.0,1.0,48.0
1595933973_51,3,13.0,0.0,7.0
1595933973_51,4,1.0,0.25,19.75
1595933973_51,5,2.0,0.0,18.0
1595933973_51,6,7.0,1.0,34.0
1595933973_51,7,5.0,0.5,22.5
1595933973_51,8,7.0,0.5,23.5
1595933973_51,9,8.0,1.0,36.0
1595934015_38,0,12.0,0.75,35.0
1595934015_38,1,12.0,1.0,44.0
1595934015_38,2,15.0,0.75,38.75
1595934015_38,3,15.0,0.5,27.5
1595934015_38,4,16.0,0.0,4.0
1595934015_38,5,17.0,0.25,15.75
1595934015_38,6,18.0,0.25,15.5
1595934015_38,7,18.0,0.25,15.5
1595934015_38,8,19.0,0.25,15.25
1595934015_38,9,19.0,1.0,58.0
1595934065_56,0,15.0,0.75,38.75
1595934065_56,1,15.0,0.75,38.75
1595934065_56,2,13.0,0.0,7.0
1595934065_56,3,13.0,0.75,36.25
1595934065_56,4,15.0,1.0,50.0
1595934065_56,5,15.0,0.5,27.5
1595934065_56,6,15.0,0.5,27.5
1595934065_56,7,15.0,0.5,27.5
1595934065_56,8,15.0,0.5,27.5
1595934065_56,9,16.0,0.5,28.0
1595934066_51,0,13.0,0.75,36.25
1595934066_51,1,14.0,1.0,48.0
1595934066_51,2,14.0,1.0,48.0
1595934066_51,3,13.0,0.5,26.5
1595934066_51,4,14.0,1.0,48.0
1595934066_51,5,14.0,1.0,48.0
1595934066_51,6,14.0,0.0,6.0
1595934066_51,7,14.0,0.75,37.5
1595934066_51,8,14.0,0.25,16.5
1595934066_51,9,14.0,0.75,37.5
1595934111_77,0,14.0,0.25,16.5
1595934111_77,1,13.0,0.5,26.5
1595934111_77,2,13.0,1.0,46.0
1595934111_77,3,13.0,0.75,36.25
1595934111_77,4,13.0,0.0,7.0
1595934111_77,5,13.0,0.0,7.0
1595934111_77,6,13.0,0.25,16.75
1595934111_77,7,12.0,0.5,26.0
1595934111_77,8,13.0,1.0,46.0
1595934111_77,9,13.0,0.0,7.0
1595934123_15,0,10.0,0.0,10.0
1595934123_15,1,15.0,0.25,16.25
1595934123_15,2,19.0,0.5,29.5
1595934123_15,3,5.0,1.0,30.0
1595934123_15,4,16.0,0.0,4.0
1595934123_15,5,20.0,1.0,60.0
1595934123_15,6,16.0,0.0,4.0
1595934123_15,7,15.0,0.75,38.75
1595934123_15,8,15.0,0.0,5.0
1595934123_15,9,15.0,0.5,27.5
1595934151_89,0,13.0,0.25,16.75
1595934151_89,1,13.0,0.25,16.75
1595934151_89,2,13.0,0.5,26.5
1595934151_89,3,13.0,0.25,16.75
1595934151_89,4,14.0,1.0,48.0
1595934151_89,5,14.0,0.75,37.5
1595934151_89,6,14.0,0.5,27.0
1595934151_89,7,14.0,1.0,48.0
1595934151_89,8,14.0,0.25,16.5
1595934151_89,9,14.0,0.25,16.5
1595934152_37,0,15.0,0.25,16.25
1595934152_37,1,20.0,0.75,45.0
1595934152_37,2,16.0,0.5,28.0
1595934152_37,3,16.0,1.0,52.0
1595934152_37,4,15.0,0.75,38.75
1595934152_37,5,16.0,0.25,16.0
1595934152_37,6,19.0,0.0,1.0
1595934152_37,7,16.0,0.75,40.0
1595934152_37,8,19.0,0.25,15.25
1595934152_37,9,16.0,0.25,16.0
1595934154_47,0,15.0,0.75,38.75
1595934154_47,1,19.0,1.0,58.0
1595934154_47,2,14.0,0.5,27.0
1595934154_47,3,15.0,1.0,50.0
1595934154_47,4,15.0,0.25,16.25
1595934154_47,5,15.0,0.5,27.5
1595934154_47,6,19.0,1.0,58.0
1595934154_47,7,15.0,0.5,27.5
1595934154_47,8,17.0,0.25,15.75
1595934154_47,9,20.0,0.0,0.0
1595934192_36,0,15.0,0.75,38.75
1595934192_36,1,14.0,0.0,6.0
1595934192_36,2,6.0,1.0,32.0
1595934192_36,3,14.0,1.0,48.0
1595934192_36,4,19.0,0.0,1.0
1595934192_36,5,4.0,0.75,25.0
1595934192_36,6,15.0,0.0,5.0
1595934192_36,7,13.0,0.25,16.75
1595934192_36,8,4.0,0.25,19.0
1595934192_36,9,10.0,1.0,40.0
1595934216_78,0,17.0,0.0,3.0
1595934216_78,1,15.0,0.25,16.25
1595934216_78,2,18.0,0.0,2.0
1595934216_78,3,13.0,0.75,36.25
1595934216_78,4,15.0,0.75,38.75
1595934216_78,5,17.0,0.75,41.25
1595934216_78,6,11.0,0.0,9.0
1595934216_78,7,18.0,0.0,2.0
1595934216_78,8,17.0,0.75,41.25
1595934216_78,9,18.0,0.0,2.0
1595934229_51,0,13.0,1.0,46.0
1595934229_51,1,13.0,0.75,36.25
1595934229_51,2,13.0,0.5,26.5
1595934229_51,3,13.0,0.5,26.5
1595934229_51,4,14.0,0.0,6.0
1595934229_51,5,12.0,0.0,8.0
1595934229_51,6,14.0,0.75,37.5
1595934229_51,7,11.0,0.0,9.0
1595934229_51,8,11.0,0.75,33.75
1595934229_51,9,11.0,0.5,25.5
1595934275_57,0,15.0,0.25,16.25
1595934275_57,1,15.0,0.75,38.75
1595934275_57,2,15.0,0.25,16.25
1595934275_57,3,15.0,0.25,16.25
1595934275_57,4,15.0,0.75,38.75
1595934275_57,5,15.0,1.0,50.0
1595934275_57,6,15.0,0.25,16.25
1595934275_57,7,15.0,1.0,50.0
1595934275_57,8,15.0,0.0,5.0
1595934275_57,9,15.0,0.75,38.75
1595934279_71,0,7.0,1.0,34.0
1595934279_71,1,15.0,0.25,16.25
1595934279_71,2,5.0,0.75,26.25
1595934279_71,3,7.0,1.0,34.0
1595934279_71,4,10.0,0.0,10.0
1595934279_71,5,7.0,0.25,18.25
1595934279_71,6,5.0,0.25,18.75
1595934279_71,7,2.0,0.25,19.5
1595934279_71,8,0.0,0.0,20.0
1595934279_71,9,5.0,0.5,22.5
1595934292_23,0,12.0,0.5,26.0
1595934292_23,1,12.0,0.25,17.0
1595934292_23,2,12.0,0.0,8.0
1595934292_23,3,14.0,1.0,48.0
1595934292_23,4,13.0,0.5,26.5
1595934292_23,5,13.0,0.0,7.0
1595934292_23,6,12.0,0.25,17.0
1595934292_23,7,12.0,1.0,44.0
1595934292_23,8,12.0,1.0,44.0
1595934292_23,9,12.0,0.75,35.0
1595934307_15,0,12.0,1.0,44.0
1595934307_15,1,12.0,1.0,44.0
1595934307_15,2,12.0,0.5,26.0
1595934307_15,3,11.0,0.25,17.25
1595934307_15,4,11.0,0.0,9.0
1595934307_15,5,11.0,0.5,25.5
1595934307_15,6,11.0,1.0,42.0
1595934307_15,7,12.0,0.75,35.0
1595934307_15,8,12.0,0.75,35.0
1595934307_15,9,11.0,0.25,17.25
1595934357_26,0,11.0,0.25,17.25
1595934357_26,1,11.0,0.5,25.5
1595934357_26,2,11.0,0.75,33.75
1595934357_26,3,11.0,0.0,9.0
1595934357_26,4,11.0,0.75,33.75
1595934357_26,5,11.0,0.5,25.5
1595934357_26,6,11.0,0.25,17.25
1595934357_26,7,11.0,1.0,42.0
1595934357_26,8,11.0,0.0,9.0
1595934357_26,9,11.0,0.75,33.75
1595934393_75,0,20.0,0.0,0.0
1595934393_75,1,15.0,0.75,38.75
1595934393_75,2,17.0,0.5,28.5
1595934393_75,3,20.0,0.0,0.0
1595934393_75,4,16.0,0.75,40.0
1595934393_75,5,18.0,0.75,42.5
1595934393_75,6,17.0,0.0,3.0
1595934393_75,7,12.0,0.5,26.0
1595934393_75,8,10.0,1.0,40.0
1595934393_75,9,7.0,0.25,18.25
1595934399_70,0,16.0,0.0,4.0
1595934399_70,1,15.0,1.0,50.0
1595934399_70,2,14.0,0.5,27.0
1595934399_70,3,15.0,0.5,27.5
1595934399_70,4,15.0,0.5,27.5
1595934399_70,5,14.0,0.25,16.5
1595934399_70,6,20.0,0.5,30.0
1595934399_70,7,15.0,0.0,5.0
1595934399_70,8,16.0,0.0,4.0
1595934399_70,9,15.0,0.5,27.5
1595934406_42,0,5.0,0.0,15.0
1595934406_42,1,5.0,0.5,22.5
1595934406_42,2,12.0,1.0,44.0
1595934406_42,3,14.0,0.75,37.5
1595934406_42,4,15.0,0.5,27.5
1595934406_42,5,17.0,1.0,54.0
1595934406_42,6,16.0,1.0,52.0
1595934406_42,7,18.0,1.0,56.0
1595934406_42,8,19.0,0.75,43.75
1595934406_42,9,20.0,0.25,15.0
1595934488_54,0,15.0,0.25,16.25
1595934488_54,1,7.0,0.0,13.0
1595934488_54,2,20.0,0.0,0.0
1595934488_54,3,12.0,0.5,26.0
1595934488_54,4,13.0,1.0,46.0
1595934488_54,5,9.0,0.0,11.0
1595934488_54,6,16.0,0.0,4.0
1595934488_54,7,14.0,0.0,6.0
1595934488_54,8,11.0,0.0,9.0
1595934488_54,9,15.0,0.5,27.5
1595934521_96,0,5.0,0.25,18.75
1595934521_96,1,4.0,0.25,19.0
1595934521_96,2,10.0,0.0,10.0
1595934521_96,3,5.0,0.0,15.0
1595934521_96,4,5.0,0.75,26.25
1595934521_96,5,5.0,0.5,22.5
1595934521_96,6,15.0,1.0,50.0
1595934521_96,7,15.0,1.0,50.0
1595934521_96,8,15.0,0.0,5.0
1595934521_96,9,20.0,0.0,0.0
